acceptance_status;acceptance_statuscode;acceptance_timestamp;acceptance_retrycount;interactionmode;createdon;identificationmethod;identity_issuingcountry_code;identity_idcloudanalysis_errormessage;nationality_name
Rejected;UnknownIdentificationMethod;2020-11-04 14:22:01.717;1.0;;04/11/2020 14:20;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:44:55.520;1.0;NonInteractive;30/11/2020 11:19;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:49:50.577;1.0;NonInteractive;16/02/2021 11:30;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-06 10:24:44.343;1.0;;06/10/2020 10:23;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:47:55.797;1.0;NonInteractive;12/02/2021 12:15;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:53:29.863;1.0;NonInteractive;18/02/2021 14:20;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-03-01 13:17:00.883;1.0;NonInteractive;01/03/2021 13:03;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-15 10:18:26.123;1.0;;15/10/2020 10:17;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-17 12:47:11.087;1.0;NonInteractive;17/12/2020 12:46;ITSME;;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:43:15.423;1.0;;20/11/2020 07:58;DOCUMENT;CZE;0;Ukraine
Approved;IdentityVerificationSucceeded;2020-12-14 17:06:29.223;1.0;NonInteractive;14/12/2020 17:06;EID;BEL;0;Belgium
Approved;;2020-08-18 09:17:31.303;;;18/08/2020 09:11;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-06 16:08:18.727;1.0;;06/10/2020 16:04;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-22 14:18:03.307;1.0;;22/10/2020 14:17;;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:56:49.577;1.0;;30/09/2020 06:27;DOCUMENT;DEU;0;Germany
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:27:59.300;1.0;NonInteractive;27/01/2021 13:44;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-16 13:42:22.007;2.0;NonInteractive;16/12/2020 13:33;EID;BEL;1;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:43:21.177;1.0;NonInteractive;10/02/2021 11:36;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-14 12:21:25.360;1.0;NonInteractive;14/12/2020 12:21;EID;BEL;0;Belgium
Approved;;2020-08-10 12:08:38.047;;;10/08/2020 12:07;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:39:18.973;1.0;;17/11/2020 13:47;PROFILE_API_TEST;;0;
Approved;;2020-09-07 15:32:11.770;1.0;;07/09/2020 15:30;DOCUMENT;UKR;0;Ukraine
Approved;IdentityVerificationSucceeded;2020-12-17 13:30:36.217;1.0;NonInteractive;17/12/2020 13:29;ITSME;;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:07:54.977;1.0;NonInteractive;23/12/2020 09:19;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:30:06.103;1.0;;10/11/2020 10:22;DOCUMENT;BEL;0;
Approved;;2020-08-21 09:51:04.723;1.0;;21/08/2020 09:50;ITSME;;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:20:23.457;1.0;NonInteractive;18/01/2021 15:20;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-09-15 05:37:50.993;1.0;;15/09/2020 05:36;DOCUMENT;UKR;0;Ukraine
Rejected;UnknownIdentificationMethod;2020-10-26 13:47:57.390;1.0;;26/10/2020 13:47;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:36:43.727;1.0;;27/10/2020 15:52;DOCUMENT;GRC;0;Greece
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:41:49.967;1.0;NonInteractive;09/02/2021 16:09;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-03-05 15:12:00.547;1.0;NonInteractive;05/03/2021 15:00;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-06 14:21:38.647;1.0;;06/11/2020 14:19;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:37:47.423;1.0;NonInteractive;08/02/2021 08:25;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-16 12:34:48.213;1.0;NonInteractive;16/12/2020 12:33;EID;BEL;0;India
Approved;IdentityVerificationSucceeded;2020-11-24 12:28:07.507;1.0;NonInteractive;24/11/2020 12:27;EID;BEL;0;Belgium
Rejected;ManualReviewFailedReject;2021-02-24 10:42:02.440;1.0;NonInteractive;24/02/2021 10:37;DOCUMENT;BEL;1;India
Rejected;RejectedDueToInactivityTimeout;2021-01-21 09:23:00.173;1.0;NonInteractive;21/01/2021 09:11;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:13:39.277;1.0;NonInteractive;08/01/2021 15:26;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedRetry;2020-12-22 10:44:21.683;1.0;NonInteractive;22/12/2020 10:42;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2020-12-09 14:45:00.987;1.0;NonInteractive;09/12/2020 14:26;DOCUMENT;;0;
Rejected;UnknownIdentificationMethod;2020-10-28 15:17:12.060;1.0;;28/10/2020 15:15;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:42:51.447;1.0;NonInteractive;26/11/2020 15:06;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:38:25.013;1.0;;16/11/2020 10:42;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:52:18.127;1.0;NonInteractive;09/12/2020 17:20;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-09-23 13:35:38.677;1.0;;23/09/2020 13:34;DOCUMENT;DEU;0;Germany
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:47:15.987;1.0;NonInteractive;03/12/2020 08:42;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-12 08:46:55.310;1.0;;12/11/2020 08:46;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-24 15:36:00.197;1.0;NonInteractive;24/02/2021 15:25;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-09-21 13:55:52.583;1.0;;21/09/2020 13:52;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:42:15.867;1.0;NonInteractive;10/02/2021 08:53;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-01-13 13:39:01.033;1.0;NonInteractive;13/01/2021 13:27;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:43:36.257;1.0;NonInteractive;27/11/2020 09:33;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:36:04.787;;;14/08/2020 09:15;DOCUMENT;;0;
Approved;IdentityVerificationSucceeded;2021-01-13 17:57:11.487;1.0;Interactive;13/01/2021 17:55;ITSME;;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-26 08:46:00.973;1.0;NonInteractive;26/02/2021 08:28;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-05 10:10:19.897;1.0;;05/11/2020 10:10;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:16:02.420;1.0;NonInteractive;13/01/2021 08:51;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-18 12:22:35.530;1.0;NonInteractive;18/12/2020 12:20;DOCUMENT;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:27:03.240;1.0;NonInteractive;26/01/2021 17:00;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-24 15:32:00.260;1.0;NonInteractive;24/02/2021 15:21;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-08 12:08:57.057;1.0;;08/11/2020 12:04;ITSME;;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:28:33.477;1.0;NonInteractive;27/01/2021 15:08;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:19:38.003;1.0;;28/10/2020 16:00;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:14:53.463;1.0;NonInteractive;12/01/2021 09:33;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:43:01.373;1.0;NonInteractive;26/11/2020 17:46;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-21 11:21:04.803;1.0;NonInteractive;21/12/2020 11:18;DOCUMENT;BEL;0;Belgium
Approved;;2020-07-27 11:05:45.580;;;27/07/2020 11:03;ITSME;;0;
Approved;IdentityVerificationSucceeded;2020-12-11 12:49:25.397;1.0;NonInteractive;11/12/2020 12:45;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:01:29.477;1.0;NonInteractive;17/12/2020 16:40;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:36:20.533;1.0;;19/08/2020 11:59;DOCUMENT;;1;
Approved;IdentityVerificationSucceeded;2020-11-25 15:16:20.820;1.0;NonInteractive;25/11/2020 15:14;ITSME;;0;Belgium
Approved;IdentityVerificationSucceeded;2020-10-21 15:42:57.850;1.0;;21/10/2020 15:42;ITSME;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:28:27.627;1.0;NonInteractive;27/01/2021 14:58;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:40:37.593;;;31/07/2020 09:04;DOCUMENT;BEL;0;India
Approved;DocumentImageCantBeRead;2021-02-24 13:32:11.060;1.0;NonInteractive;24/02/2021 13:27;DOCUMENT;UKR;1;
Rejected;UnknownIdentificationMethod;2020-09-29 07:45:20.227;1.0;;29/09/2020 07:43;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-06 12:38:50.313;1.0;;06/10/2020 12:29;;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:52:55.027;1.0;;17/09/2020 14:41;DOCUMENT;DEU;0;Germany
Rejected;ManualReviewFailedRetry;2020-11-16 16:01:01.873;1.0;;16/11/2020 15:58;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:35:51.357;;;29/07/2020 09:40;DOCUMENT;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:42:53.997;1.0;NonInteractive;26/11/2020 15:19;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:48:26.930;1.0;NonInteractive;12/02/2021 13:40;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:03:30.643;1.0;NonInteractive;18/12/2020 15:56;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:14:21.870;1.0;NonInteractive;11/01/2021 14:25;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:39:06.510;1.0;;17/11/2020 11:30;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:13:36.290;1.0;NonInteractive;08/01/2021 15:17;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-27 16:21:07.547;1.0;;27/10/2020 16:20;EID;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:24:36.027;1.0;NonInteractive;21/01/2021 16:39;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-09-28 13:53:47.910;1.0;;28/09/2020 13:53;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:38:39.070;1.0;;16/11/2020 14:02;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:36:34.923;1.0;;08/10/2020 11:36;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:08:58.303;1.0;NonInteractive;28/12/2020 15:27;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedRetry;2020-11-17 09:45:02.733;1.0;;17/11/2020 09:41;DOCUMENT;CZE;1;Ukraine
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:55:43.630;1.0;;27/09/2020 14:23;DOCUMENT;BEL;0;Belgium
Rejected;UnknownIdentificationMethod;2020-09-27 23:21:50.410;1.0;;27/09/2020 23:21;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:44:49.207;1.0;NonInteractive;30/11/2020 10:36;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:38:16.970;1.0;;15/11/2020 10:34;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:39:47.067;1.0;;17/11/2020 07:57;DOCUMENT;BEL;0;India
Rejected;UnknownIdentificationMethod;2020-11-03 23:18:24.377;1.0;;03/11/2020 23:17;PROFILE_API_TEST;;0;
Approved;;2020-08-14 15:09:31.267;;;14/08/2020 15:08;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:58:36.247;1.0;;05/10/2020 15:14;DOCUMENT;BEL;0;Belgium
Rejected;UnknownIdentificationMethod;2020-11-05 14:24:43.477;1.0;;05/11/2020 14:23;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2021-01-06 09:24:01.383;1.0;NonInteractive;06/01/2021 09:20;DOCUMENT;UKR;0;Ukraine
Approved;IdentityVerificationSucceeded;2020-11-13 11:03:07.740;1.0;;13/11/2020 11:02;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:13:29.513;1.0;;26/10/2020 13:21;DOCUMENT;UKR;0;
Approved;IdentityVerificationSucceeded;2020-12-14 19:40:02.590;1.0;NonInteractive;14/12/2020 19:34;DOCUMENT;UKR;0;Ukraine
Rejected;UnknownIdentificationMethod;2020-09-15 14:23:41.890;1.0;;15/09/2020 14:23;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedReject;2020-09-22 11:15:02.447;1.0;;22/09/2020 11:11;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:22:32.813;1.0;;03/11/2020 16:12;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:07:49.840;1.0;NonInteractive;23/12/2020 07:43;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:25:24.860;1.0;NonInteractive;25/01/2021 08:39;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:23:57.010;1.0;NonInteractive;21/01/2021 07:06;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-03 10:41:03.373;1.0;;03/11/2020 10:39;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-06 11:07:45.023;1.0;;06/10/2020 11:05;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:03:09.833;1.0;NonInteractive;18/12/2020 15:15;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-26 11:17:07.510;1.0;NonInteractive;26/11/2020 11:15;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:52:12.007;1.0;NonInteractive;09/12/2020 17:07;PROFILE_API_TEST;;0;
Approved;;2020-08-24 08:55:24.190;2.0;;24/08/2020 08:52;DOCUMENT;BEL;0;France
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:38:51.780;1.0;;16/11/2020 15:57;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:43:27.950;1.0;NonInteractive;27/11/2020 09:04;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:33:18.283;1.0;NonInteractive;01/02/2021 14:01;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:25:50.083;1.0;NonInteractive;25/01/2021 16:39;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-24 11:15:00.837;1.0;NonInteractive;24/02/2021 11:03;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:25:38.867;1.0;;06/11/2020 10:34;DOCUMENT;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:01:56.010;2.0;;09/10/2020 14:46;DOCUMENT;DEU;0;Germany
Rejected;ManualReviewFailedRetry;2020-11-09 14:38:02.313;1.0;;09/11/2020 14:36;DOCUMENT;;1;
Approved;IdentityVerificationSucceeded;2020-10-23 18:39:17.103;1.0;;23/10/2020 18:38;EID;BEL;0;India
Approved;IdentityVerificationSucceeded;2020-10-01 06:59:01.860;1.0;;01/10/2020 06:54;DOCUMENT;UKR;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:57:13.340;1.0;NonInteractive;14/12/2020 16:20;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-05 09:27:34.943;1.0;;05/10/2020 08:55;;BEL;0;
Approved;IdentityVerificationSucceeded;2020-11-19 07:12:26.433;1.0;;19/11/2020 07:11;ITSME;;0;Belgium
Approved;IdentityVerificationSucceeded;2021-02-24 10:58:45.283;1.0;Interactive;24/02/2021 10:56;DOCUMENT;BEL;0;India
Approved;;2020-08-22 20:28:31.247;1.0;;22/08/2020 20:23;DOCUMENT;IND;1;
Approved;IdentityVerificationSucceeded;2020-11-25 15:40:37.077;1.0;NonInteractive;25/11/2020 15:33;ITSME;;0;Belgium
Rejected;UnknownIdentificationMethod;2020-11-03 16:24:28.473;1.0;;03/11/2020 16:23;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-21 11:32:33.397;1.0;NonInteractive;21/12/2020 11:30;DOCUMENT;BEL;0;Belgium
Rejected;UnknownIdentificationMethod;2020-10-09 07:51:30.727;1.0;;09/10/2020 07:49;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-22 14:23:04.717;1.0;;22/10/2020 14:22;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2021-01-20 19:33:03.093;1.0;NonInteractive;20/01/2021 19:32;ITSME;;0;Ukraine
Approved;IdentityVerificationSucceeded;2021-01-27 13:30:31.177;1.0;NonInteractive;27/01/2021 13:28;DOCUMENT;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:01:04.597;1.0;NonInteractive;17/12/2020 15:01;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:43:42.263;1.0;NonInteractive;27/11/2020 09:49;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-09 20:24:09.143;1.0;;09/11/2020 20:22;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:39:56.437;1.0;;19/11/2020 14:02;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-16 10:54:03.873;1.0;;16/11/2020 10:52;EID;BEL;0;India
Approved;IdentityVerificationSucceeded;2020-12-21 15:23:42.320;1.0;NonInteractive;21/12/2020 15:23;EID;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:41:15.887;1.0;NonInteractive;24/11/2020 13:49;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:36:52.367;1.0;NonInteractive;03/02/2021 15:38;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-12-21 14:59:00.900;1.0;Interactive;21/12/2020 14:46;DOCUMENT;CZE;0;Ukraine
Approved;IdentityVerificationSucceeded;2020-11-19 07:53:22.260;1.0;;19/11/2020 07:52;ITSME;;0;Belgium
Approved;IdentityVerificationSucceeded;2020-11-06 11:24:11.937;1.0;;06/11/2020 11:19;;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:57:30.517;1.0;;01/10/2020 11:44;DOCUMENT;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:44:49.860;1.0;NonInteractive;30/11/2020 10:52;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:50:16.357;1.0;;10/09/2020 13:03;DOCUMENT;;1;
Rejected;ManualReviewFailedRetry;2020-12-17 08:58:03.127;1.0;Interactive;17/12/2020 08:51;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:23:14.393;1.0;;04/11/2020 09:34;DOCUMENT;BEL;0;India
Approved;IdentityVerificationSucceeded;2020-11-18 15:10:31.923;1.0;;18/11/2020 15:05;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:37:56.520;1.0;;13/11/2020 11:16;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-09 10:20:35.230;1.0;;09/10/2020 10:19;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-24 04:42:00.713;1.0;NonInteractive;24/02/2021 04:29;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-24 15:59:00.400;1.0;NonInteractive;24/02/2021 15:47;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:19:59.337;2.0;;29/10/2020 14:10;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:22:03.060;1.0;NonInteractive;19/01/2021 11:35;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:59:15.320;1.0;NonInteractive;16/12/2020 10:43;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-06 15:52:16.013;1.0;;06/11/2020 15:51;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:42:09.137;1.0;NonInteractive;26/11/2020 09:32;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:05:14.703;1.0;NonInteractive;21/12/2020 12:34;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-03 10:58:51.470;1.0;;03/11/2020 10:58;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-03-04 15:22:00.917;1.0;NonInteractive;04/03/2021 15:09;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-12 15:06:59.070;1.0;;12/11/2020 15:06;;;0;
Rejected;UnknownIdentificationMethod;2020-10-21 15:58:34.333;1.0;;21/10/2020 15:39;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-01 16:19:56.347;1.0;;01/10/2020 16:18;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:50:56.267;1.0;NonInteractive;16/02/2021 16:24;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-05 13:24:57.920;1.0;;05/10/2020 13:24;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-03 10:47:45.903;1.0;;03/11/2020 10:46;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-01 17:55:10.110;1.0;;01/10/2020 17:53;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-27 15:09:37.277;1.0;;27/10/2020 15:07;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:38:10.693;1.0;;13/11/2020 16:45;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:37:25.253;1.0;;12/11/2020 07:59;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:28:17.380;1.0;;09/11/2020 15:52;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2020-12-28 13:42:00.670;1.0;NonInteractive;28/12/2020 13:14;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:32:37.087;1.0;NonInteractive;01/02/2021 10:16;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:04:43.307;1.0;;15/10/2020 14:08;DOCUMENT;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:46:48.900;1.0;NonInteractive;02/12/2020 10:16;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-03-05 10:44:01.167;1.0;NonInteractive;05/03/2021 10:29;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:53:18.410;1.0;NonInteractive;10/12/2020 07:23;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-22 12:23:33.853;1.0;;22/10/2020 12:21;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-12-01 11:42:00.303;1.0;NonInteractive;01/12/2020 11:29;DOCUMENT;;0;
Approved;;2020-08-27 08:32:34.513;1.0;;27/08/2020 08:20;ITSME;;0;
Rejected;UnknownIdentificationMethod;2020-11-10 13:40:41.020;1.0;;10/11/2020 13:39;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-23 18:33:01.013;1.0;NonInteractive;23/02/2021 18:22;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-17 13:20:07.363;1.0;NonInteractive;17/12/2020 13:19;ITSME;;0;Belgium
Rejected;ManualReviewFailedRetry;2020-09-25 07:43:01.263;1.0;;25/09/2020 07:32;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:47:42.227;1.0;;20/11/2020 17:36;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:42:52.403;1.0;NonInteractive;26/11/2020 15:07;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:52:31.163;1.0;NonInteractive;18/02/2021 08:33;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:48:33.933;1.0;NonInteractive;04/12/2020 13:07;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:18:55.217;1.0;NonInteractive;15/01/2021 12:13;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:18:46.843;1.0;;28/10/2020 09:22;DOCUMENT;BEL;0;India
Approved;IdentityVerificationSucceeded;2020-10-27 16:40:23.560;1.0;;27/10/2020 16:39;EID;BEL;0;India
Rejected;MaxAllowedRetries;2020-08-17 08:43:56.993;;;17/08/2020 08:38;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:36:37.997;1.0;;27/10/2020 15:33;DOCUMENT;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:45:17.383;1.0;NonInteractive;10/02/2021 22:47;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedRetry;2020-10-27 14:40:02.410;1.0;;27/10/2020 14:36;DOCUMENT;BEL;0;Belgium
