app_id,app_status,ipRange,ipHop,timeSubmitSec,browser,package,inList,inCust,weekDay,appHour,score
1103,valid,12307.0,0.0,21.0,1.0,3.0,1.0,1,3.0,8.0,0
1104,valid,15384.0,1.0,23.0,0.0,0.0,0.0,1,5.0,9.0,0
1105,valid,21538.0,1.0,20.0,0.0,3.0,0.0,0,6.0,7.0,0
1106,valid,24615.0,0.0,19.0,2.0,6.0,0.0,1,4.0,13.0,0
1107,valid,12307.0,1.0,22.0,6.0,0.0,0.0,0,4.0,9.0,0
1108,valid,12307.0,1.0,20.0,1.0,3.0,3.0,1,6.0,11.0,0
1109,valid,18461.0,0.0,19.0,0.0,0.0,0.0,1,3.0,9.0,0
1110,valid,3076.0,0.0,21.0,2.0,6.0,1.0,1,2.0,9.0,0
1111,valid,6153.0,0.0,18.0,0.0,9.0,0.0,0,5.0,12.0,0
1112,valid,12307.0,0.0,17.0,2.0,3.0,0.0,1,6.0,10.0,0
1113,valid,21538.0,0.0,21.0,0.0,3.0,0.0,1,3.0,7.0,0
1114,valid,18461.0,0.0,20.0,4.0,3.0,1.0,1,5.0,7.0,0
1115,valid,15384.0,0.0,18.0,0.0,6.0,0.0,1,5.0,13.0,0
1116,valid,6153.0,1.0,22.0,1.0,9.0,0.0,0,6.0,11.0,0
1117,valid,9230.0,0.0,20.0,0.0,6.0,0.0,1,6.0,8.0,0
1118,valid,9230.0,0.0,17.0,1.0,3.0,0.0,1,6.0,8.0,0
1119,valid,6153.0,0.0,21.0,2.0,3.0,0.0,0,6.0,11.0,0
1120,valid,6153.0,0.0,19.0,3.0,3.0,0.0,1,5.0,9.0,0
1121,valid,12307.0,1.0,21.0,0.0,0.0,0.0,0,5.0,10.0,0
1122,valid,12307.0,0.0,17.0,0.0,3.0,0.0,1,6.0,13.0,0
1123,valid,6153.0,1.0,16.0,1.0,6.0,0.0,1,5.0,13.0,0
1124,valid,18461.0,0.0,17.0,1.0,3.0,0.0,1,3.0,7.0,0
1125,valid,9230.0,1.0,22.0,1.0,0.0,0.0,1,6.0,10.0,0
1126,valid,12307.0,0.0,20.0,0.0,6.0,0.0,0,6.0,14.0,0
1127,valid,6153.0,0.0,16.0,2.0,6.0,1.0,1,6.0,12.0,0
1128,valid,9230.0,0.0,19.0,2.0,6.0,0.0,1,2.0,11.0,0
1129,valid,24615.0,0.0,19.0,4.0,0.0,0.0,1,6.0,12.0,0
1130,valid,18461.0,0.0,17.0,7.0,6.0,0.0,1,6.0,11.0,0
1131,valid,18461.0,0.0,22.0,3.0,6.0,0.0,1,3.0,12.0,0
1132,valid,15384.0,1.0,19.0,8.0,3.0,0.0,1,5.0,12.0,0
1133,valid,0.0,0.0,19.0,0.0,9.0,0.0,1,4.0,11.0,0
1134,valid,3076.0,0.0,19.0,0.0,0.0,0.0,1,4.0,11.0,0
1135,valid,6153.0,0.0,21.0,1.0,6.0,0.0,1,5.0,10.0,0
1136,valid,0.0,0.0,16.0,0.0,3.0,0.0,1,4.0,13.0,0
1137,valid,6153.0,0.0,19.0,2.0,3.0,0.0,0,4.0,9.0,0
1138,valid,3076.0,1.0,19.0,0.0,3.0,0.0,0,6.0,11.0,0
1139,valid,18461.0,0.0,17.0,1.0,3.0,0.0,1,3.0,11.0,0
1140,valid,15384.0,0.0,20.0,3.0,0.0,1.0,0,4.0,12.0,0
1141,valid,9230.0,1.0,16.0,1.0,3.0,0.0,0,4.0,9.0,0
1142,valid,18461.0,0.0,19.0,5.0,0.0,2.0,1,6.0,14.0,0
1143,valid,15384.0,0.0,19.0,1.0,6.0,0.0,1,6.0,8.0,0
1144,valid,21538.0,0.0,19.0,2.0,12.0,0.0,1,5.0,13.0,0
1145,valid,12307.0,0.0,20.0,1.0,0.0,0.0,1,6.0,13.0,0
1146,valid,6153.0,0.0,18.0,2.0,9.0,0.0,1,6.0,12.0,0
1147,valid,15384.0,0.0,19.0,0.0,0.0,0.0,1,6.0,10.0,0
1148,valid,9230.0,0.0,19.0,2.0,0.0,0.0,0,6.0,9.0,0
1149,valid,15384.0,1.0,19.0,0.0,9.0,0.0,1,6.0,11.0,0
1150,valid,24615.0,0.0,19.0,3.0,0.0,0.0,0,5.0,10.0,0
1151,valid,9230.0,1.0,19.0,1.0,3.0,0.0,0,6.0,11.0,0
1152,valid,6153.0,1.0,17.0,5.0,3.0,0.0,1,6.0,13.0,0
1153,valid,24615.0,0.0,21.0,0.0,0.0,0.0,1,3.0,6.0,0
1154,valid,3076.0,0.0,18.0,2.0,3.0,0.0,0,4.0,8.0,0
1155,valid,15384.0,0.0,20.0,0.0,9.0,2.0,1,6.0,12.0,0
1156,valid,9230.0,0.0,20.0,1.0,0.0,0.0,0,4.0,13.0,0
1157,valid,15384.0,1.0,19.0,2.0,0.0,0.0,1,5.0,11.0,0
1158,valid,21538.0,0.0,16.0,2.0,9.0,1.0,1,6.0,12.0,0
1159,valid,9230.0,1.0,20.0,6.0,9.0,1.0,1,5.0,12.0,0
1160,valid,30769.0,0.0,18.0,3.0,0.0,0.0,1,4.0,12.0,0
1161,valid,21538.0,1.0,22.0,2.0,0.0,0.0,1,6.0,13.0,0
1162,valid,15384.0,1.0,18.0,0.0,6.0,0.0,1,5.0,10.0,0
1163,valid,12307.0,2.0,19.0,0.0,0.0,0.0,0,6.0,9.0,0
1164,valid,12307.0,0.0,19.0,4.0,3.0,0.0,1,4.0,9.0,0
1165,valid,6153.0,0.0,17.0,3.0,0.0,0.0,1,5.0,8.0,0
1166,valid,15384.0,0.0,21.0,4.0,9.0,0.0,1,5.0,11.0,0
1167,valid,6153.0,0.0,21.0,0.0,3.0,0.0,0,5.0,9.0,0
1168,valid,9230.0,0.0,20.0,2.0,3.0,1.0,1,6.0,13.0,0
1169,valid,15384.0,1.0,19.0,1.0,6.0,0.0,1,6.0,9.0,0
1170,valid,12307.0,0.0,19.0,1.0,0.0,1.0,1,5.0,9.0,0
1171,valid,12307.0,0.0,20.0,4.0,12.0,1.0,1,4.0,11.0,0
1172,valid,6153.0,0.0,19.0,1.0,3.0,1.0,1,3.0,13.0,0
1173,valid,18461.0,0.0,22.0,1.0,15.0,0.0,1,6.0,13.0,0
1174,valid,21538.0,0.0,21.0,2.0,12.0,2.0,0,5.0,11.0,0
1175,valid,6153.0,1.0,21.0,2.0,6.0,0.0,0,5.0,11.0,0
1176,valid,9230.0,0.0,21.0,0.0,0.0,0.0,1,6.0,11.0,0
1177,valid,12307.0,0.0,20.0,1.0,9.0,2.0,1,6.0,8.0,0
1178,valid,15384.0,0.0,19.0,1.0,3.0,0.0,1,5.0,13.0,0
1179,valid,3076.0,0.0,24.0,0.0,6.0,0.0,1,3.0,10.0,0
1180,valid,6153.0,0.0,20.0,3.0,9.0,1.0,0,3.0,11.0,0
1181,valid,12307.0,0.0,22.0,2.0,9.0,0.0,1,4.0,10.0,0
1182,valid,21538.0,1.0,21.0,1.0,0.0,0.0,1,5.0,7.0,0
1183,valid,9230.0,0.0,17.0,2.0,0.0,0.0,0,5.0,6.0,0
1184,valid,3076.0,0.0,22.0,1.0,0.0,0.0,1,6.0,11.0,0
1185,valid,12307.0,1.0,17.0,0.0,6.0,0.0,1,4.0,13.0,0
1186,valid,9230.0,0.0,20.0,1.0,12.0,0.0,1,6.0,10.0,0
1187,valid,12307.0,1.0,19.0,2.0,3.0,0.0,1,5.0,9.0,0
1188,valid,18461.0,0.0,21.0,1.0,9.0,0.0,1,6.0,12.0,0
1189,valid,6153.0,1.0,20.0,2.0,3.0,0.0,1,5.0,8.0,0
1190,valid,15384.0,0.0,20.0,1.0,0.0,0.0,0,4.0,11.0,0
1191,valid,6153.0,1.0,19.0,2.0,15.0,1.0,1,5.0,11.0,0
1192,valid,9230.0,0.0,22.0,3.0,3.0,0.0,1,4.0,9.0,0
1193,valid,18461.0,1.0,20.0,1.0,0.0,0.0,1,6.0,11.0,0
1194,valid,12307.0,0.0,18.0,0.0,0.0,0.0,1,6.0,8.0,0
1195,valid,21538.0,1.0,25.0,3.0,0.0,0.0,0,6.0,6.0,0
1196,valid,18461.0,0.0,16.0,0.0,3.0,0.0,0,6.0,7.0,0
1197,valid,9230.0,0.0,20.0,1.0,0.0,0.0,1,5.0,9.0,0
1198,valid,6153.0,0.0,25.0,1.0,0.0,1.0,0,6.0,11.0,0
1199,valid,6153.0,0.0,22.0,1.0,9.0,0.0,1,4.0,10.0,0
1200,valid,6153.0,0.0,23.0,3.0,0.0,0.0,1,6.0,11.0,0
1201,valid,18461.0,0.0,18.0,3.0,3.0,0.0,1,6.0,9.0,0
1202,valid,9230.0,1.0,21.0,1.0,9.0,0.0,1,4.0,10.0,0
1203,valid,18461.0,0.0,18.0,1.0,6.0,0.0,1,5.0,10.0,0
1204,valid,21538.0,0.0,22.0,5.0,9.0,0.0,0,6.0,11.0,0
1205,valid,15384.0,0.0,19.0,0.0,15.0,0.0,1,6.0,14.0,0
1206,valid,24615.0,0.0,18.0,4.0,3.0,0.0,0,6.0,12.0,0
1207,valid,12307.0,1.0,19.0,1.0,9.0,0.0,1,6.0,10.0,0
1208,valid,12307.0,1.0,22.0,0.0,6.0,0.0,1,5.0,11.0,0
1209,valid,9230.0,1.0,20.0,1.0,9.0,2.0,0,6.0,11.0,0
1210,valid,24615.0,1.0,19.0,0.0,0.0,0.0,0,6.0,12.0,0
1211,valid,18461.0,0.0,25.0,1.0,12.0,2.0,1,6.0,12.0,0
1212,valid,9230.0,0.0,20.0,2.0,0.0,0.0,0,6.0,10.0,0
1213,valid,24615.0,0.0,19.0,2.0,6.0,0.0,1,5.0,12.0,0
1214,valid,18461.0,1.0,17.0,10.0,6.0,0.0,1,6.0,8.0,0
1215,valid,9230.0,0.0,19.0,1.0,3.0,0.0,1,6.0,10.0,0
1216,valid,15384.0,0.0,18.0,2.0,15.0,0.0,1,4.0,9.0,0
1217,valid,12307.0,0.0,17.0,0.0,0.0,0.0,1,5.0,9.0,0
1218,valid,3076.0,1.0,18.0,1.0,12.0,0.0,0,4.0,9.0,0
1219,valid,6153.0,0.0,19.0,0.0,6.0,0.0,1,6.0,12.0,0
1220,valid,27692.0,0.0,20.0,0.0,0.0,0.0,0,4.0,11.0,0
1221,valid,15384.0,0.0,17.0,1.0,6.0,1.0,1,4.0,9.0,0
1222,valid,12307.0,1.0,21.0,5.0,3.0,0.0,1,5.0,13.0,0
1223,valid,3076.0,0.0,18.0,0.0,15.0,0.0,1,6.0,10.0,0
1224,valid,3076.0,0.0,21.0,1.0,3.0,0.0,1,6.0,10.0,0
1225,valid,6153.0,0.0,20.0,1.0,3.0,0.0,0,5.0,11.0,0
1226,valid,9230.0,1.0,21.0,1.0,0.0,0.0,0,3.0,13.0,0
1227,valid,9230.0,1.0,20.0,0.0,12.0,0.0,0,6.0,10.0,0
1228,valid,18461.0,1.0,19.0,3.0,0.0,0.0,0,6.0,10.0,0
1229,valid,18461.0,0.0,21.0,1.0,0.0,0.0,1,5.0,12.0,0
1230,valid,9230.0,0.0,17.0,1.0,3.0,0.0,1,5.0,8.0,0
1231,valid,15384.0,0.0,19.0,0.0,3.0,0.0,1,4.0,9.0,0
1232,valid,24615.0,0.0,19.0,1.0,9.0,0.0,0,6.0,12.0,0
1233,valid,12307.0,0.0,21.0,0.0,0.0,0.0,1,6.0,8.0,0
1234,valid,12307.0,0.0,20.0,1.0,3.0,0.0,1,4.0,12.0,0
1235,valid,18461.0,1.0,16.0,6.0,15.0,0.0,1,6.0,10.0,0
1236,valid,15384.0,0.0,21.0,1.0,9.0,0.0,1,6.0,10.0,0
1237,valid,15384.0,0.0,22.0,0.0,3.0,0.0,0,6.0,14.0,0
1238,valid,3076.0,0.0,22.0,0.0,6.0,0.0,1,6.0,11.0,0
1239,valid,21538.0,0.0,19.0,6.0,3.0,0.0,1,6.0,10.0,0
1240,valid,6153.0,0.0,22.0,1.0,3.0,0.0,0,5.0,12.0,0
1241,valid,9230.0,1.0,15.0,2.0,3.0,2.0,0,6.0,7.0,0
1242,valid,15384.0,0.0,16.0,4.0,0.0,1.0,1,3.0,5.0,0
1243,valid,6153.0,0.0,17.0,2.0,0.0,0.0,1,5.0,8.0,0
1244,valid,27692.0,0.0,18.0,3.0,3.0,0.0,0,5.0,9.0,0
1245,valid,9230.0,0.0,21.0,0.0,3.0,1.0,1,4.0,12.0,0
1246,valid,21538.0,0.0,19.0,0.0,6.0,0.0,0,3.0,10.0,0
1247,valid,12307.0,0.0,22.0,1.0,6.0,2.0,1,2.0,11.0,0
1248,valid,12307.0,1.0,19.0,0.0,0.0,0.0,0,4.0,9.0,0
1249,valid,30769.0,0.0,23.0,2.0,21.0,0.0,0,3.0,14.0,0
1250,valid,15384.0,0.0,21.0,1.0,12.0,0.0,1,4.0,10.0,0
1251,valid,15384.0,0.0,20.0,1.0,9.0,0.0,1,6.0,11.0,0
1252,valid,3076.0,0.0,21.0,0.0,0.0,0.0,1,6.0,14.0,0
1253,valid,6153.0,0.0,20.0,2.0,6.0,1.0,0,5.0,9.0,0
1254,valid,21538.0,0.0,19.0,1.0,6.0,0.0,1,6.0,9.0,0
1255,valid,9230.0,0.0,19.0,2.0,3.0,0.0,0,6.0,12.0,0
1256,valid,3076.0,0.0,17.0,4.0,6.0,0.0,1,2.0,8.0,0
1257,valid,18461.0,0.0,20.0,0.0,3.0,0.0,1,6.0,7.0,0
1258,valid,18461.0,1.0,17.0,2.0,0.0,0.0,1,6.0,14.0,0
1259,valid,15384.0,0.0,17.0,0.0,3.0,0.0,1,5.0,10.0,0
1260,valid,15384.0,1.0,22.0,1.0,6.0,0.0,1,5.0,7.0,0
1261,valid,15384.0,2.0,23.0,1.0,0.0,0.0,1,4.0,13.0,0
1262,valid,9230.0,0.0,20.0,2.0,6.0,0.0,0,6.0,13.0,0
1263,valid,6153.0,0.0,20.0,2.0,6.0,0.0,1,4.0,11.0,0
1264,valid,6153.0,0.0,18.0,0.0,6.0,0.0,1,4.0,9.0,0
1265,valid,15384.0,0.0,23.0,3.0,6.0,0.0,1,4.0,9.0,0
1266,valid,9230.0,0.0,19.0,1.0,0.0,0.0,1,5.0,8.0,0
1267,valid,3076.0,0.0,19.0,2.0,6.0,0.0,0,6.0,14.0,0
1268,valid,18461.0,1.0,21.0,7.0,0.0,0.0,1,5.0,10.0,0
1269,valid,12307.0,0.0,20.0,3.0,12.0,0.0,1,4.0,10.0,0
1270,valid,12307.0,0.0,18.0,1.0,21.0,0.0,1,5.0,14.0,0
1271,valid,18461.0,1.0,19.0,1.0,0.0,0.0,1,5.0,11.0,0
1272,valid,9230.0,0.0,20.0,5.0,0.0,0.0,0,3.0,12.0,0
1273,valid,12307.0,0.0,19.0,1.0,0.0,0.0,1,5.0,14.0,0
1274,valid,18461.0,1.0,17.0,4.0,0.0,0.0,1,2.0,9.0,0
1275,valid,6153.0,0.0,20.0,2.0,3.0,1.0,1,6.0,14.0,0
1276,valid,21538.0,1.0,19.0,0.0,6.0,0.0,0,6.0,10.0,0
1277,valid,18461.0,0.0,18.0,2.0,6.0,0.0,1,6.0,10.0,0
1278,valid,12307.0,0.0,19.0,1.0,3.0,0.0,1,4.0,10.0,0
1279,valid,21538.0,3.0,20.0,1.0,15.0,0.0,1,6.0,10.0,0
1280,valid,12307.0,0.0,18.0,0.0,3.0,0.0,0,6.0,11.0,0
1281,valid,12307.0,0.0,19.0,1.0,3.0,1.0,1,4.0,11.0,0
1282,valid,9230.0,0.0,20.0,0.0,9.0,0.0,1,3.0,11.0,0
1283,valid,9230.0,1.0,18.0,2.0,6.0,1.0,1,6.0,12.0,0
1284,valid,9230.0,0.0,23.0,1.0,3.0,0.0,0,6.0,12.0,0
1285,valid,21538.0,0.0,17.0,1.0,3.0,0.0,1,4.0,9.0,0
1286,valid,12307.0,0.0,18.0,1.0,0.0,0.0,0,5.0,13.0,0
1287,valid,27692.0,0.0,22.0,1.0,0.0,0.0,1,6.0,10.0,0
1288,valid,12307.0,0.0,19.0,2.0,3.0,2.0,1,6.0,10.0,0
1289,valid,15384.0,0.0,18.0,1.0,12.0,0.0,1,5.0,9.0,0
1290,valid,15384.0,1.0,20.0,2.0,6.0,0.0,0,6.0,12.0,0
1291,valid,12307.0,0.0,19.0,0.0,6.0,0.0,1,3.0,12.0,0
1292,valid,15384.0,1.0,16.0,2.0,9.0,0.0,1,4.0,12.0,0
1293,valid,15384.0,0.0,19.0,2.0,3.0,0.0,1,6.0,10.0,0
1294,valid,12307.0,0.0,20.0,3.0,3.0,0.0,1,5.0,13.0,0
1295,valid,0.0,0.0,18.0,1.0,3.0,0.0,1,6.0,14.0,0
1296,valid,3076.0,0.0,19.0,1.0,9.0,0.0,1,3.0,12.0,0
1297,valid,15384.0,0.0,21.0,2.0,3.0,0.0,1,6.0,8.0,0
1298,valid,18461.0,1.0,18.0,0.0,3.0,1.0,0,6.0,11.0,0
1299,valid,9230.0,0.0,16.0,3.0,6.0,0.0,0,6.0,10.0,0
1300,valid,3076.0,0.0,18.0,0.0,3.0,0.0,1,5.0,12.0,0
1301,valid,12307.0,0.0,20.0,2.0,0.0,2.0,1,4.0,12.0,0
1302,valid,15384.0,0.0,21.0,0.0,6.0,0.0,0,2.0,13.0,0
1303,valid,9230.0,0.0,19.0,0.0,0.0,2.0,1,4.0,10.0,0
1304,valid,9230.0,0.0,20.0,3.0,6.0,0.0,0,5.0,11.0,0
1305,valid,15384.0,0.0,21.0,0.0,6.0,0.0,0,4.0,14.0,0
1306,valid,12307.0,1.0,18.0,1.0,0.0,0.0,1,6.0,11.0,0
1307,valid,9230.0,2.0,21.0,0.0,12.0,1.0,1,4.0,11.0,0
1308,valid,9230.0,0.0,21.0,1.0,3.0,0.0,1,5.0,10.0,0
1309,valid,9230.0,0.0,20.0,3.0,0.0,0.0,1,6.0,11.0,0
1310,valid,3076.0,0.0,18.0,0.0,0.0,0.0,1,6.0,16.0,0
1311,valid,18461.0,0.0,21.0,5.0,3.0,0.0,0,6.0,9.0,0
1312,valid,12307.0,0.0,19.0,2.0,6.0,0.0,1,4.0,8.0,0
1313,valid,3076.0,0.0,21.0,1.0,12.0,0.0,1,5.0,12.0,0
1314,valid,3076.0,0.0,24.0,2.0,0.0,0.0,1,5.0,7.0,0
1315,valid,15384.0,0.0,23.0,1.0,3.0,0.0,1,6.0,13.0,0
1316,valid,12307.0,2.0,20.0,2.0,0.0,0.0,1,5.0,10.0,0
1317,valid,3076.0,1.0,21.0,0.0,3.0,0.0,0,3.0,10.0,0
1318,valid,9230.0,0.0,20.0,2.0,3.0,0.0,0,6.0,11.0,0
1319,valid,9230.0,1.0,19.0,3.0,3.0,0.0,1,5.0,10.0,0
1320,valid,12307.0,0.0,19.0,1.0,6.0,0.0,0,5.0,11.0,0
1321,valid,21538.0,0.0,18.0,1.0,9.0,3.0,1,4.0,11.0,0
1322,valid,12307.0,1.0,18.0,2.0,3.0,0.0,1,5.0,9.0,0
1323,valid,12307.0,0.0,16.0,2.0,12.0,1.0,1,5.0,10.0,0
1324,valid,6153.0,0.0,19.0,3.0,6.0,0.0,1,5.0,14.0,0
1325,valid,15384.0,0.0,18.0,4.0,6.0,0.0,1,6.0,9.0,0
1326,valid,12307.0,0.0,20.0,1.0,6.0,0.0,1,5.0,10.0,0
1327,valid,6153.0,0.0,21.0,1.0,0.0,0.0,1,4.0,10.0,0
1328,valid,9230.0,1.0,21.0,1.0,0.0,0.0,1,2.0,8.0,0
1329,valid,9230.0,1.0,19.0,3.0,12.0,1.0,1,6.0,14.0,0
1330,valid,18461.0,0.0,21.0,1.0,0.0,1.0,0,6.0,11.0,0
1331,valid,9230.0,0.0,19.0,0.0,3.0,0.0,0,4.0,12.0,0
1332,valid,6153.0,0.0,20.0,0.0,0.0,0.0,1,6.0,13.0,0
1333,valid,6153.0,0.0,22.0,0.0,6.0,0.0,1,6.0,10.0,0
1334,valid,21538.0,0.0,18.0,1.0,9.0,0.0,1,6.0,12.0,0
1335,valid,9230.0,0.0,17.0,0.0,3.0,0.0,1,6.0,9.0,0
1336,valid,18461.0,0.0,22.0,2.0,3.0,0.0,1,4.0,10.0,0
1337,valid,9230.0,0.0,17.0,2.0,9.0,0.0,1,5.0,10.0,0
1338,valid,6153.0,0.0,19.0,7.0,3.0,0.0,1,3.0,12.0,0
1339,valid,15384.0,0.0,19.0,2.0,3.0,0.0,1,6.0,8.0,0
1340,valid,6153.0,0.0,17.0,1.0,12.0,1.0,1,6.0,11.0,0
1341,valid,9230.0,0.0,20.0,3.0,3.0,0.0,1,6.0,6.0,0
1342,valid,6153.0,0.0,18.0,1.0,0.0,0.0,1,5.0,8.0,0
1343,valid,9230.0,1.0,18.0,0.0,3.0,0.0,0,6.0,9.0,0
1344,valid,9230.0,0.0,23.0,4.0,0.0,0.0,1,6.0,13.0,0
1345,valid,24615.0,0.0,20.0,1.0,9.0,0.0,1,6.0,12.0,0
1346,valid,12307.0,0.0,20.0,0.0,3.0,0.0,1,5.0,7.0,0
1347,valid,12307.0,0.0,19.0,3.0,0.0,0.0,1,2.0,7.0,0
1348,valid,21538.0,1.0,15.0,1.0,0.0,0.0,1,5.0,9.0,0
1349,valid,12307.0,0.0,21.0,0.0,0.0,0.0,0,6.0,7.0,0
1350,valid,15384.0,0.0,17.0,0.0,3.0,0.0,1,5.0,14.0,0
1351,valid,15384.0,1.0,20.0,2.0,0.0,0.0,1,6.0,16.0,0
1352,valid,9230.0,0.0,19.0,0.0,0.0,0.0,1,4.0,15.0,0
1353,valid,6153.0,1.0,19.0,0.0,0.0,0.0,1,6.0,9.0,0
1354,valid,3076.0,0.0,20.0,0.0,3.0,0.0,1,5.0,8.0,0
1355,valid,9230.0,1.0,18.0,1.0,0.0,0.0,1,6.0,7.0,0
1356,valid,18461.0,1.0,20.0,1.0,0.0,0.0,1,6.0,9.0,0
1357,valid,9230.0,0.0,21.0,0.0,0.0,0.0,1,4.0,12.0,0
1358,valid,9230.0,0.0,20.0,1.0,9.0,0.0,1,4.0,12.0,0
1359,valid,0.0,0.0,21.0,1.0,9.0,0.0,1,6.0,11.0,0
1360,valid,12307.0,0.0,18.0,3.0,3.0,2.0,1,3.0,10.0,0
1361,valid,18461.0,0.0,20.0,2.0,0.0,0.0,1,5.0,14.0,0
1362,valid,6153.0,0.0,23.0,2.0,0.0,0.0,1,4.0,10.0,0
1363,valid,3076.0,0.0,19.0,1.0,3.0,1.0,0,4.0,9.0,0
1364,valid,21538.0,0.0,20.0,1.0,6.0,0.0,1,6.0,8.0,0
1365,valid,18461.0,0.0,19.0,1.0,0.0,0.0,1,3.0,12.0,0
1366,valid,15384.0,0.0,21.0,4.0,3.0,0.0,1,6.0,14.0,0
1367,valid,15384.0,0.0,22.0,1.0,6.0,0.0,1,6.0,10.0,0
1368,valid,9230.0,1.0,20.0,2.0,6.0,0.0,1,6.0,10.0,0
1369,valid,3076.0,1.0,20.0,0.0,0.0,1.0,1,6.0,9.0,0
1370,valid,9230.0,1.0,18.0,3.0,0.0,0.0,0,6.0,9.0,0
1371,valid,6153.0,0.0,18.0,0.0,3.0,0.0,1,6.0,11.0,0
1372,valid,21538.0,0.0,14.0,1.0,3.0,0.0,1,4.0,10.0,0
1373,valid,6153.0,0.0,19.0,1.0,9.0,0.0,1,6.0,6.0,0
1374,valid,9230.0,0.0,15.0,3.0,0.0,0.0,0,4.0,11.0,0
1375,valid,15384.0,0.0,18.0,0.0,6.0,0.0,0,5.0,10.0,0
1376,valid,30769.0,1.0,18.0,4.0,0.0,0.0,1,4.0,11.0,0
1377,valid,6153.0,0.0,19.0,0.0,3.0,0.0,1,5.0,10.0,0
1378,valid,6153.0,0.0,20.0,1.0,6.0,4.0,0,6.0,8.0,0
1379,valid,12307.0,0.0,22.0,1.0,9.0,0.0,0,5.0,10.0,0
1380,valid,18461.0,0.0,22.0,3.0,3.0,0.0,1,2.0,7.0,0
1381,valid,3076.0,0.0,18.0,1.0,12.0,0.0,0,6.0,10.0,0
1382,valid,12307.0,0.0,19.0,1.0,15.0,0.0,1,5.0,12.0,0
1383,valid,18461.0,0.0,21.0,3.0,3.0,0.0,1,6.0,6.0,0
1384,valid,15384.0,0.0,15.0,5.0,15.0,0.0,1,6.0,9.0,0
1385,valid,24615.0,1.0,18.0,1.0,6.0,0.0,1,5.0,11.0,0
1386,valid,9230.0,1.0,21.0,2.0,3.0,0.0,1,5.0,9.0,0
1387,valid,9230.0,0.0,21.0,1.0,3.0,0.0,0,6.0,13.0,0
1388,valid,18461.0,0.0,23.0,2.0,9.0,0.0,1,5.0,12.0,0
1389,valid,9230.0,0.0,22.0,1.0,6.0,0.0,1,6.0,8.0,0
1390,valid,6153.0,0.0,16.0,2.0,3.0,1.0,1,4.0,13.0,0
1391,valid,6153.0,0.0,16.0,0.0,0.0,0.0,1,5.0,10.0,0
1392,valid,9230.0,0.0,21.0,2.0,18.0,0.0,1,6.0,14.0,0
1393,valid,15384.0,1.0,20.0,1.0,9.0,0.0,1,6.0,10.0,0
1394,valid,6153.0,2.0,19.0,1.0,3.0,0.0,1,5.0,10.0,0
1395,valid,15384.0,1.0,20.0,4.0,3.0,0.0,1,2.0,12.0,0
1396,valid,27692.0,1.0,21.0,3.0,6.0,0.0,0,4.0,10.0,0
1397,valid,12307.0,1.0,21.0,1.0,6.0,1.0,1,5.0,11.0,0
1398,valid,21538.0,1.0,18.0,1.0,6.0,0.0,1,5.0,9.0,0
1399,valid,9230.0,0.0,19.0,0.0,18.0,3.0,0,3.0,7.0,0
1400,valid,9230.0,0.0,19.0,4.0,3.0,0.0,1,4.0,10.0,0
1401,valid,6153.0,1.0,21.0,2.0,0.0,0.0,1,6.0,12.0,0
1402,valid,9230.0,1.0,19.0,2.0,3.0,0.0,1,6.0,11.0,0
1403,valid,21538.0,0.0,20.0,1.0,3.0,0.0,1,5.0,12.0,0
1404,valid,18461.0,2.0,18.0,0.0,0.0,0.0,1,5.0,7.0,0
1405,valid,15384.0,0.0,22.0,3.0,0.0,1.0,1,6.0,10.0,0
1406,valid,21538.0,0.0,23.0,0.0,12.0,0.0,0,4.0,11.0,0
1407,valid,9230.0,1.0,18.0,1.0,3.0,0.0,1,4.0,10.0,0
1408,valid,21538.0,0.0,18.0,4.0,6.0,0.0,1,6.0,11.0,0
1409,valid,15384.0,0.0,20.0,0.0,3.0,1.0,1,5.0,12.0,0
1410,valid,6153.0,0.0,17.0,0.0,3.0,0.0,1,2.0,13.0,0
1411,valid,9230.0,0.0,20.0,1.0,9.0,0.0,1,6.0,10.0,0
1412,valid,6153.0,0.0,19.0,2.0,0.0,0.0,1,5.0,9.0,0
1413,valid,15384.0,1.0,22.0,0.0,6.0,0.0,1,5.0,11.0,0
1414,valid,9230.0,0.0,23.0,3.0,6.0,0.0,0,5.0,7.0,0
1415,valid,15384.0,0.0,20.0,3.0,6.0,0.0,1,5.0,10.0,0
1416,valid,6153.0,0.0,17.0,0.0,3.0,0.0,1,6.0,14.0,0
1417,valid,3076.0,0.0,21.0,0.0,0.0,0.0,1,6.0,12.0,0
1418,valid,9230.0,0.0,20.0,1.0,0.0,0.0,0,5.0,13.0,0
1419,valid,6153.0,0.0,20.0,3.0,0.0,3.0,1,5.0,9.0,0
1420,valid,15384.0,0.0,22.0,0.0,0.0,0.0,1,3.0,13.0,0
1421,valid,15384.0,1.0,18.0,1.0,6.0,0.0,1,1.0,7.0,0
1422,valid,6153.0,2.0,17.0,1.0,9.0,0.0,0,1.0,12.0,0
1423,valid,12307.0,0.0,19.0,1.0,12.0,1.0,1,6.0,12.0,0
1424,valid,18461.0,0.0,19.0,2.0,6.0,1.0,1,3.0,9.0,0
1425,valid,3076.0,0.0,16.0,1.0,15.0,0.0,1,6.0,8.0,0
1426,valid,12307.0,0.0,19.0,2.0,12.0,1.0,1,6.0,9.0,0
