,Unnamed: 0,Company,Customer Number,Account Number,Subscription Number,Phone Number,Product Line,Product Family,Produit,Client,VOICE IN (Min),VOICE OUT (Min),Message,Data
1568,1568,VOYAGES EMILE WEBER SÀRL,28064720,27390944,5804139,(807)749-5402x52191,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,119.62149510586063,40.11023013455925,43,28.94546887798176
1569,1569,VOYAGES EMILE WEBER SÀRL,21023954,27204906,4397278,(850)750-6411,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,563.1107696352893,3907.6440316682774,22,13.515219085833706
1570,1570,SLA S.A. C/O CAMIONNETTE,21023961,22691959,6057103,(217)406-4890x18943,MOBILE,Enterprise,LUX_MOBILE_ADSL_V6_EU_EXTRA_LARGE,EW,82.12396398503674,157.6739684705817,0,0.04628076401324314
1571,1571,SLA S.A. C/O CAMIONNETTE,28059975,27441597,5789820,964-561-7610,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,7.955255217652629,0.5334902063337408,5,5.119555487302997
1572,1572,VOYAGES EMILE WEBER SÀRL,21023952,21364111,1115993,(488)886-5483x1037,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,1761.1952862798473,4212.834236662386,995,0.012255760908487122
1573,1573,SLA S.A. C/O CAMIONNETTE,21023952,27103491,2302999,(907)421-2531,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,4256.735491050503,4480.181226266546,756,0.3736444974846579
1574,1574,SLA S.A C/O BUS,28066634,27441597,5890671,001-846-469-6097x5715,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,0.017037011694700198,0.4701521705042259,3,1210.935489657322
1575,1575,SALES LENTZ AUTOCARS SA,21258894,27259460,5086300,001-534-205-8612x749,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,81.41064338280779,14.801908314474503,2,602.4988137504461
1576,1576,SLA S.A C/O BUS,21023952,27369946,3718435,(533)738-9850,MOBILE,Enterprise,LUX_POST_TAN_CORPORATE,SL,1179.8397795369754,3115.4962559365586,175,0.4945413396811628
1577,1577,SLA S.A C/O BUS,23502764,24667076,5669672,+1-841-779-7397,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,646.6659593312595,150.87491889353436,19,0.023200029099937923
1578,1578,SLA S.A C/O BUS,28041312,27440748,6080209,2127210288,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,67.93334761817772,1.2802211102949772,0,0.6139106850791398
1579,1579,VOYAGES EMILE WEBER SÀRL,22393164,27438239,6046321,932.365.4513x106,MOBILE,smart,LUX_POST_TAN_ENTERPRISE,EW,2170.0577402103618,2012.9208372816129,89,77.04643062916419
1580,1580,SLA S.A. C/O CAMIONNETTE,28066634,27441597,5364836,918.448.5805x4773,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,0.2072053196023588,0.2317155067081808,24,267.0665816628234
1581,1581,SLA S.A. C/O CAMIONNETTE,21087114,21490411,3500999,(380)406-3009x6897,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,5.22046936045676,36.870539018303326,284,302.2223253712339
1582,1582,SALES-LENTZ AUTOCARS S.A – EXECUTIVE LANE,28008926,27441597,6000584,(918)297-5016,MOBILE,Mobile_Internet,LUX_POST_TAN_ENTERPRISE,SL,0.2237897752022419,39.00335340344281,58,221.7280730570679
1583,1583,SALES-LENTZ AUTOCARS SA  - VOYAGES,21023956,26768364,2472356,(321)592-8559x15612,MOBILE,smart,LUX_POST_TAN_ENTERPRISE,EW,511.670994099106,493.08201262017343,249,0.0008453204792124012
1584,1584,VOYAGES EMILE WEBER SÀRL,27885113,27441597,6094960,603-912-1433x64828,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,76.01484412691552,138.1936008370753,102,9.880649694753798
1585,1585,VOYAGES EMILE WEBER SÀRL,28066634,27441597,4494047,930-472-9778,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,848.0818554156183,1926.827865896578,196,0.040264383584934775
1586,1586,SLA S.A. C/O CAMIONNETTE,21023952,22508204,2213283,001-729-478-8639x70854,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,3433.9218884843035,5516.4141747680915,324,11.958365739660241
1587,1587,SLA S.A C/O BUS,27205039,27441597,6094207,627-641-3212,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,35.23087383796586,225.58536659348533,53,35.29234738464991
1588,1588,VOYAGES EMILE WEBER SÀRL,21023986,21046091,2599698,764.574.4715x4710,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,1279.6724336284858,1316.261370642207,6,0.0011923382428901913
1589,1589,SALES LENTZ GROUP,21039154,21043101,4035616,925.690.2923,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,3.259278093796567,169.36953204843604,94,151.49931615994487
1590,1590,SLA S.A C/O BUS,28066634,27441597,5842917,+1-224-656-4503,MOBILE,Corporate,LUX_POST_TAN_ENTERPRISE,SL,0.2265669484368346,10.101898826119692,32,490.75100942302964
1591,1591,VOYAGES EMILE WEBER SÀRL,21944285,27441597,5017073,453-416-6202x0297,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,922.5173039291512,729.7190217900095,13,2.0446699736322724
1592,1592,VOYAGES EMILE WEBER SÀRL,21023952,23615928,5604365,+1-504-392-7053x81590,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,2127.103553796572,3437.751889906677,254,7.749098794585429e-07
1593,1593,SLA S.A C/O BUS,28066634,27441597,5788961,+1-754-895-8142x2521,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,16.559052098164177,108.48594938255883,588,1408.1231997609136
1594,1594,SLA S.A C/O BUS,28022061,27010571,963672,685.560.0949x25760,MOBILE,Enterprise,LUX_SMART_V08_XL_PACKAGE,EW,567.7827017628699,1909.7648054291412,731,8.268950882721645
1595,1595,SLA S.A C/O BUS,21023952,21022736,1154050,475.543.4277,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,2123.705237808133,4456.606410840063,2651,24.844681712535817
1596,1596,SLA S.A. C/O CAMIONNETTE,28066634,27441597,6122778,(675)797-2194x3457,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,66.42439099603585,41.930472413209536,214,153.1984211396376
1597,1597,SALES-LENTZ AUTOCARS SA  - MOBILITÉ,21023952,26783843,3837549,+1-614-939-1196x904,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,156.40559534861535,505.85490478029175,104,1.2484505061434694e-07
1598,1598,SLA S.A C/O BUS,21246774,21024391,5621638,+1-869-882-9784x36190,MOBILE,Enterprise,LUX_SMART_V6_L_SIM_ONLY,SL,1.8032925244499216,2.4194660125921033,236,105.06547576493321
1599,1599,SLA S.A C/O BUS,27749740,21778180,6126992,831-339-6476,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,17.329914796807717,0.5504351354366116,1,60.1480305550974
1600,1600,SLA S.A. C/O CAMIONNETTE,28044339,27441597,5920696,+1-415-901-7279x8809,MOBILE,Enterprise,LUX_POST_TAN_CORPORATE,SL,0.7307557380395734,19.1871916583458,34,581.3921439425004
1601,1601,SLA S.A C/O BUS,27749582,25712477,4450460,(984)935-3893x4647,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,51.18589401688461,28.284392250710088,14,0.05189933002138065
1602,1602,SALES-LENTZ AUTOCARS S.A – EXECUTIVE LANE,28066634,27441597,4667324,(224)439-1286x44209,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,55.54844960653179,92.88921981956535,78,145.67700418532368
1603,1603,VOYAGES EMILE WEBER SÀRL,28058270,27441597,5762481,+1-655-648-2539x576,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,1555.8643907442643,2521.66049868959,122,27.10596207116073
1604,1604,VOYAGES EMILE WEBER SÀRL,27903554,21217891,4662757,(889)578-2961x9062,MOBILE,Enterprise,LUX_SMART_V08_L_PACKAGE,SL,226.32575238547747,74.22372742060939,264,582.4249351739545
1605,1605,SLA S.A C/O BUS,27939239,27441597,5811232,2533387763,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,2.7287227210074456,63.36445570796921,285,36.308535200141385
1606,1606,SALES LENTZ,28066634,26467183,5315392,511-760-4118x979,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,0.5520645364284092,3.991518542136794,0,0.03131843228340058
1607,1607,SLA S.A C/O BUS,28066634,27441597,5484560,(845)281-0149x66349,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,315.47983384207663,484.4089613268438,0,0.008810674000997989
1608,1608,SLA S.A C/O BUS,27109304,27439932,5416956,+1-366-763-1750x4041,MOBILE,smart,LUX_POST_TAN_ENTERPRISE,EW,22.04388412919215,452.7103171136157,26,0.032491523730337764
1609,1609,VOYAGES EMILE WEBER SÀRL,24110433,23822095,5901243,764.524.9476x153,MOBILE,Enterprise,LUX_SMART_V6_M_PACKAGE,SL,760.324366923219,1808.6165767817517,220,7.362946170845685
1610,1610,VOYAGES EMILE WEBER SÀRL,28066634,27441597,5373307,531.371.5463x857,MOBILE,Mobile_Internet,LUX_SMART_V6_L_PACKAGE,SL,173.39321012002543,739.3828535652917,14,0.3067625228491405
1611,1611,SLA S.A C/O BUS,27981030,27441597,4617708,001-922-386-0876x5431,MOBILE,smart,LUX_POST_TAN_ENTERPRISE,SL,128.35291387073906,1069.1940089531042,135,0.18227738763104018
1612,1612,VOYAGES EMILE WEBER SÀRL,21156699,27441597,6122679,+1-605-334-0925x708,MOBILE,smart,LUX_MOBILE_ADSL_V6_EU_MEDIUM,EW,1868.9764696917016,1060.3189657932826,176,1.6442208395753155
1613,1613,VOYAGES EMILE WEBER SÀRL,21024034,21309263,5990242,001-214-466-6507x6949,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,163.2789338573773,86.50741049841793,148,3.279735230443431
1614,1614,SLA S.A. C/O CAMIONNETTE,21861971,21027131,4448076,+1-607-882-2553x711,MOBILE,Enterprise,LUX_SMART_V6_M_PACKAGE,SL,25.944033844607517,144.29466563951922,3,144.95254079072882
1615,1615,VOYAGES EMILE WEBER SÀRL,21023966,22278726,6027356,(625)453-6730,MOBILE,smart,LUX_POST_TAN_ENTERPRISE,SL,1082.154292552931,257.9096390420651,992,558.2898388179882
1616,1616,SLA S.A C/O BUS,28066634,27441597,5970787,9493259916,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,0.09925441128247028,0.11221512899637244,0,391.0475784595421
1617,1617,VOYAGES EMILE WEBER SÀRL,28066634,27438328,6126731,6935321519,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,337.4227640770294,300.44183017018815,191,0.09315008825206664
1618,1618,VOYAGES EMILE WEBER SÀRL,21023965,27249142,5884844,853-791-4187x920,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,38.677689799126945,327.8806963840587,1,0.0006982878255829721
1619,1619,SCHLEIVENHAFF S.À R.L,21072051,23642983,5489184,693-760-8314,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,0.5391988936117683,4.120937832197004,130,3813.253632209013
1620,1620,SLA S.A C/O BUS,28066634,27441597,6017389,291-603-9905x8307,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,0.028195947928061176,0.12074782742455015,352,3349.135759617961
1621,1621,SLA S.A. C/O CAMIONNETTE,27421225,27441597,5328502,479.518.4402x44094,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,0.1675962828126391,13.49992700879277,24,24.292652243505813
1622,1622,SLA S.A C/O BUS,21042524,27396298,3655319,001-703-542-5731x8041,MOBILE,Enterprise,LUX_SMART_V6_L_PACKAGE,SL,3946.1470437332728,5938.5093353864195,3586,80.61581576447912
1623,1623,SLA S.A C/O BUS,21023952,21024716,4418455,(773)982-5486x1849,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,1205.6006239296794,2037.2486283533863,243,2.3202052122928585e-05
1624,1624,SLA S.A C/O BUS,23791668,27441597,3938434,524.911.3543,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,44.159473221245634,177.01051803143164,20,1.0510662953021388
1625,1625,SLA S.A. C/O CAMIONNETTE,26508897,24217878,3431937,(943)840-4456x690,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,669.5484329454329,532.8932781039803,310,443.86859085723853
1626,1626,SALES LENTZ AUTOCARS SA,21023953,21268755,889024,+1-392-759-0259x424,MOBILE,smart,LUX_POST_TAN_ENTERPRISE,EW,4297.726237623639,5354.172677428462,767,0.3055346742840633
1627,1627,SALES-LENTZ AUTOCARS S.A – EXECUTIVE LANE,21023952,27438989,1372488,753-375-7308x19624,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,564.8091340743194,3020.6201049023616,5,0.0001805775421596928
1628,1628,VOYAGES EMILE WEBER SÀRL,21024051,27432578,4667005,9297359298,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,8.641801068383796,23.20749358560952,0,0.004013654722259186
1629,1629,SLA S.A C/O BUS,21073788,26989869,6108484,(652)741-3664,MOBILE,Enterprise,LUX_SMART_V08_L_PACKAGE,SL,13.521663309703714,10.964485927985429,2052,3892.542286808193
1630,1630,SALES LENTZ AUTOCARS SA,27473307,27424023,5950683,(944)904-1624,MOBILE,Enterprise,LUX_MOBILE_ADSL_V6_EU_LARGE,SL,4.851705517327455,1.186873867071513,10,1775.1279380255655
1631,1631,SALES-LENTZ GROUP,26929549,27441597,6121479,779-998-1584x480,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,41.85890378745153,27.534229083779046,24,49.53975494693149
1632,1632,VOYAGES EMILE WEBER SÀRL,21385036,27403602,5951800,395.646.3538x63632,MOBILE,Enterprise,LUX_SMART_V6_XL_PACKAGE,SL,25.093796689150604,459.40652998317387,609,31.843560563971874
1633,1633,SLA S.A C/O BUS,28066634,27441597,3005702,(433)731-0651,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,0.07068556964080203,0.10448154027468143,0,0.012281539574059096
1634,1634,SLA S.A. C/O CAMIONNETTE,25034451,27441258,2943471,(288)803-0673,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,586.5322464089786,1246.8648840712785,355,14.60065667408712
1635,1635,SLA S.A C/O BUS,22425729,27441597,5065003,001-625-673-1615x0737,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,1123.4563822293287,389.8474527647757,333,82.20698482367848
1636,1636,VOYAGES EMILE WEBER SÀRL,28066634,21137253,3069871,001-920-670-6819,MOBILE,KO,LUX_POST_TAN_ENTERPRISE,SL,56.49765186469697,4.5243100751522345,19,0.0001754288152699474
1637,1637,VOYAGES EMILE WEBER SÀRL,21023999,27091418,6103404,+1-506-233-5665x66310,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,311.1889412021296,1116.2225910774785,68,0.17290284352845198
1638,1638,SLA S.A C/O BUS,21023952,21137231,86890,+1-744-579-7729,MOBILE,Enterprise,LUX_MOBILE_ADSL_V6_EU_EXTRA_LARGE,SL,696.1879066045078,1364.8487248947654,40,2.5264482527089247
1639,1639,VOYAGES EMILE WEBER SÀRL,21029522,23745792,1389754,(637)885-8615x93642,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,4545.479419412025,8170.816087523465,414,3.285252258638025
1640,1640,SLA S.A C/O BUS,21040446,27441597,5843133,715.412.8337x5437,MOBILE,smart,LUX_POST_TAN_ENTERPRISE,EW,2499.944235107572,2964.599919072482,297,0.3184633399821808
1641,1641,VOYAGES EMILE WEBER SÀRL,28066634,27441597,6109324,+1-442-439-4213x53508,MOBILE,smart,LUX_POST_TAN_ENTERPRISE,EW,169.44272379836482,516.2487330063972,149,20.304676410096324
1642,1642,VOYAGES EMILE WEBER SÀRL,28015492,21032338,4627443,422-269-9423x26497,MOBILE,Enterprise,LUX_MOBILE_ADSL_V6_EU_EXTRA_LARGE,EW,551.6954097232405,50.76374319556495,125,185.49434902358306
1643,1643,SLA S.A C/O BUS,21023952,21024641,3757999,476.211.9077,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,3045.623945804396,2885.545281279655,433,0.012616602347785959
1644,1644,SLA S.A C/O BUS,28066634,27441597,3198342,001-710-492-0654,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,0.1306148767278071,0.031656697853356494,0,0.25536676456858626
1645,1645,VOYAGES EMILE WEBER SÀRL,25232456,24663590,6125815,995.573.5291,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,83.42376771657662,11.407370631895972,53,32.303694424043776
1646,1646,VOYAGES EMILE WEBER SÀRL,21024114,25122774,5281038,434.224.4864x9541,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,20.864522181031425,132.28173260731356,15,14.320541268302895
1647,1647,VOYAGES EMILE WEBER SÀRL,24269791,27129431,6111425,887-907-1412x0756,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,288.82719203312473,253.7023133352813,7,42.866932459897484
1648,1648,SALES-LENTZ AUTOCARS S.A – EXECUTIVE LANE,21905832,21030228,4540825,(834)251-9087x40976,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,1338.6770821057903,330.6243788903763,786,1.3903541014060028
1649,1649,SLA S.A. C/O CAMIONNETTE,28066634,27441597,5814808,302-882-7066,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,0.016667959504980987,0.009668254038434368,51,197.86724047549254
1650,1650,SLA S.A C/O BUS,28066634,27441597,4541578,001-454-585-6097x302,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,0.40027015271707683,95.47491370832047,5,31.696217174588288
1651,1651,SLA S.A. C/O CAMIONNETTE,27987529,27115372,5766531,399.678.2450x77936,MOBILE,Enterprise,LUX_SMART_V6_L_SIM_ONLY,SL,13.484687666887272,11.629600391554362,48,10.879219173722008
1652,1652,VOYAGES EMILE WEBER SÀRL,28066634,27441597,6126980,(795)827-8726x5697,MOBILE,M2M,LUX_POST_TAN_ENTERPRISE,SL,0.018714419478144187,0.46683383097271447,0,0.00016204896738161874
1653,1653,VOYAGES EMILE WEBER SÀRL,28066634,27441597,6110781,(633)790-1007x1510,MOBILE,smart,LUX_POST_TAN_ENTERPRISE,SL,0.4157951996575242,15.337105426741834,3,623.7097254627907
1654,1654,SALES-LENTZ AUTOCARS SA  - MOBILITÉ,21024390,25522969,4910670,218.215.5013,MOBILE,Enterprise,LUX_MOBILE_ADSL_V6_EU_MEDIUM,SL,2156.3382687302446,3117.78137687608,376,0.007385875001391818
1655,1655,SLA S.A C/O BUS,21024575,22429766,1116530,724-571-5345x3019,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,266.35845104661223,162.08279657152644,13,0.007050602713655511
1656,1656,VOYAGES EMILE WEBER SÀRL,25744095,27441597,5985682,5163879314,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,172.75624930363128,1290.492158874936,116,7.770259074373197
1657,1657,NORD-TAXI SARL,21028747,21022650,5449335,001-729-348-9319x599,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,463.4448082432727,209.1903869590061,105,630.4528650151716
1658,1658,VOYAGES EMILE WEBER SÀRL,26998236,23220290,5458629,(350)697-6222x3922,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,1562.8927290748006,4435.10171910042,1650,175.5719740181093
1659,1659,SLA S.A C/O BUS,27398491,21145702,2500376,001-828-965-1976,MOBILE,smart,LUX_POST_TAN_ENTERPRISE,SL,529.0174027342777,3842.965199796071,2616,12.526289852438246
1660,1660,SALES-LENTZ PROBUS,21023952,21733070,3291306,+1-358-654-9361x2915,MOBILE,smart,LUX_POST_TAN_ENTERPRISE,SL,1713.5908402285038,3064.686458650111,290,22.617870183556256
1661,1661,VOYAGES EMILE WEBER SÀRL,21023995,21245062,4885920,001-581-877-0733x006,MOBILE,smart,LUX_POST_TAN_ENTERPRISE,SL,1611.2643904250533,222.28864365816474,56,0.0003142916303618386
1662,1662,SLA S.A C/O BUS,27110251,27437528,5198000,889.547.7841,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,949.6746418232094,799.2441103573402,34,13.906080964526646
1663,1663,SALES-LENTZ AUTOCARS S.A – EXECUTIVE LANE,28008044,27441597,5855989,001-901-568-2425,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,125.05764627371809,73.56436435106613,25,1871.8916487199533
1664,1664,SLA S.A C/O BUS,27053475,27441597,4803767,001-642-621-7663x3604,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,1.001771484071501,80.42190410529233,45,165.9524846443278
1665,1665,SLA S.A. C/O CAMIONNETTE,28011809,25263106,5728965,253-799-9693,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,1203.2892501723147,221.4487827194779,2,4.868814737476088e-05
1666,1666,SLA S.A C/O BUS,28066634,27441597,6126241,(265)724-0449,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,0.024207538670562266,0.2058544507335606,36,328.07733031510924
1667,1667,SLA S.A. C/O CAMIONNETTE,22233117,27441597,5729969,001-685-267-1672x9637,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,86.37775641322986,85.03328524033633,0,2.944588930465758e-12
1668,1668,SLA S.A C/O BUS,28066634,27441597,3640210,558-912-5075x0924,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,17.903751892465664,56.531292974419024,10,0.01161038153893733
1669,1669,VOYAGES EMILE WEBER SÀRL,28019685,27441597,3816056,001-484-524-7134x363,MOBILE,Enterprise,LUX_MOBILE_ADSL_V6_EU_EXTRA_LARGE,EW,0.02675896728922423,10.106583795920098,3,0.15086887355489323
1670,1670,SALES LENTZ GROUP,21023952,27441597,4075626,422-758-2591x16443,MOBILE,Enterprise,LUX_SMART_V6_XL_PACKAGE,SL,19.095793773253362,62.41332824750652,0,10.885801973352274
1671,1671,VOYAGES EMILE WEBER SÀRL,25730436,27400235,5857536,7595319521,MOBILE,Enterprise,LUX_SMART_V08_L_PACKAGE,EW,769.7860794845664,987.9980996910368,17,0.00010132976965370968
1672,1672,SLA S.A C/O BUS,22086920,27435908,4048116,(400)831-0972x536,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,110.79565145624538,198.57643061824345,86,0.7673872483376467
1673,1673,SALES LENTZ AUTOCARS SA,21023952,21022734,2982084,(667)435-4703,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,181.47906102342432,57.86592630959194,52,57.51227061227422
1674,1674,VOYAGES EMILE WEBER SÀRL,21025749,24692089,5565414,(655)682-3695x98410,MOBILE,Enterprise,LUX_SMART_V6_L_SIM_ONLY,EW,738.5064931860946,1294.5738690891365,560,76.70208751784331
1675,1675,SLA S.A. C/O CAMIONNETTE,21023952,26434180,6116347,(329)659-2593,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,2372.5619030518847,836.7641336020301,1081,2.2784084475272826
1676,1676,VOYAGES EMILE WEBER SÀRL,28066634,27441597,5979072,(824)488-8965x8450,MOBILE,M2M,LUX_POST_TAN_ENTERPRISE,SL,67.90499546790213,194.3195866434934,72,318.3431635204585
1677,1677,VOYAGES EMILE WEBER SÀRL,28005200,27441597,5464612,(587)479-8733x6078,MOBILE,Mobile_Internet,LUX_POST_TAN_ENTERPRISE,EW,293.0952844735955,674.601947201133,44,1.876856722278303e-09
1678,1678,SLA S.A C/O BUS,28066634,27441597,2047096,897-617-8399,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,0.1404645576540543,65.04563551356209,184,885.4519526158681
1679,1679,SLA S.A C/O BUS,21023967,27441597,4622921,(392)792-4338x098,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,832.9816198619968,1190.7312869486282,496,143.90224978901438
1680,1680,SLA S.A. C/O CAMIONNETTE,28065983,27441597,5927357,862.674.8055,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,97.43684904782874,592.7531113197571,7,10.191769123523715
1681,1681,VOYAGES EMILE WEBER SÀRL,28003983,26960556,6074849,+1-680-213-2878x6630,MOBILE,Enterprise,LUX_SMART_V6_L_PACKAGE,SL,23.46900332155982,9.037572435383359,0,0.09602110764075629
1682,1682,SALES-LENTZ AUTOCARS S.A – EXECUTIVE LANE,21025688,27441597,1789046,806-949-0086,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,756.5227572255598,1409.5613237528537,36,4.418801772426573
1683,1683,SALES LENTZ GROUP,23071246,27441597,5174802,307-689-9289x073,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,139.05251529060203,46.852696903887185,62,498.8497199257377
1684,1684,SALES LENTZ AUTOCARS SA,28066634,27441597,6126976,537.468.7283,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,0.016681480475935803,0.004335311461073792,9,1175.969574809318
1685,1685,SALES LENTZ,21712827,27440009,4885059,9863022325,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,0.8129977917026737,0.049139173350988524,83,62.34866225647113
1686,1686,SLA S.A. C/O CAMIONNETTE,21023952,27403467,3834640,310-298-6780x470,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,287.6457667289014,601.3304369193027,226,0.0050532328941899785
1687,1687,TRAVEL PRO,27685605,27427951,5621692,001-650-870-7305x22046,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,83.74002370857966,157.50651590224746,699,228.97685627457298
1688,1688,SALES-LENTZ GROUP,21024002,21051827,1737090,(203)484-6870x85290,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,1972.7730582033405,2824.451979118241,860,0.16745036908123825
1689,1689,SLA S.A C/O BUS,28066634,27441597,4072774,+1-898-607-9552,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,41.53116311073971,95.1936168706618,0,283.3780274607732
1690,1690,SLA S.A C/O BUS,21070879,21861674,5519134,001-963-824-8701x59608,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,0.14624056776736455,159.0137784354117,1,63.087146128935125
1691,1691,SLA S.A. C/O CAMIONNETTE,21023952,21022878,5233939,8699919981,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,8.538687496844256,73.87987680150822,30,0.0014955436227702022
1692,1692,VOYAGES EMILE WEBER SÀRL,21263994,27441597,5016262,349-781-4213x8010,MOBILE,smart,LUX_POST_TAN_ENTERPRISE,EW,264.74210426564724,988.6307071288343,45,305.2279467582554
1693,1693,SALES LENTZ AUTOCARS SA,21124883,27441597,4409579,346.633.7058,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,SL,139.3675404886345,419.929792837399,1258,36.831929041326056
1694,1694,VOYAGES EMILE WEBER SÀRL,21023952,21027530,4080686,493.293.5756x1399,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,1114.5675481084588,2287.8648787894717,2,0.28062576393603716
1695,1695,VOYAGES EMILE WEBER SÀRL,21029140,27441597,5606086,353.387.5412,MOBILE,Enterprise,LUX_POST_TAN_ENTERPRISE,EW,4.932068290313532,221.0834257079643,0,8.408391647679437e-17
1696,1696,SALES LENTZ AUTOCARS SA,21023952,27441597,3349310,797.209.4862,MOBILE,smart,LUX_SMART_V08_XL_PACKAGE,SL,898.9040135848081,3580.8535874583563,478,781.1325374208914
